,0
1248,NA1_4293497806
1249,NA1_4293517927
1250,NA1_4297113558
1251,NA1_4296922924
1252,NA1_4295209776
1253,NA1_4291125351
1254,NA1_4291981526
1255,NA1_4290541582
1256,NA1_4295767551
1257,NA1_4297796112
1258,NA1_4294226276
1259,NA1_4293137131
1260,NA1_4295232779
1261,NA1_4292928765
1262,NA1_4291266487
1263,NA1_4298015103
1264,NA1_4282028502
1265,NA1_4298048500
1266,NA1_4297222008
1267,NA1_4288929699
1268,NA1_4297819518
1269,NA1_4294488114
1270,NA1_4296186272
1271,NA1_4297478143
1272,NA1_4296015546
1273,NA1_4293413720
1274,NA1_4296880655
1275,NA1_4297035952
1276,NA1_4296812162
1277,NA1_4296418928
1278,NA1_4297475430
1279,NA1_4297950313
1280,NA1_4297793817
1281,NA1_4290861327
1282,NA1_4294282387
1283,NA1_4298217002
1284,NA1_4297086863
1285,NA1_4292001934
1286,NA1_4297026629
1287,NA1_4289847450
1288,NA1_4290615705
1289,NA1_4291206286
1290,NA1_4292093506
1291,NA1_4295745581
1292,NA1_4295481155
1293,NA1_4296443781
1294,NA1_4294788722
1295,NA1_4295738193
1296,NA1_4298334860
1297,NA1_4295298776
1298,NA1_4289962670
1299,NA1_4296269152
1300,NA1_4288393415
1301,NA1_4295366110
1302,NA1_4296764698
1303,NA1_4286253045
1304,NA1_4296559449
1305,NA1_4295701537
1306,NA1_4289125223
1307,NA1_4296882565
1308,NA1_4288035140
1309,NA1_4291074433
1310,NA1_4297007453
1311,NA1_4292984102
1312,NA1_4297821692
1313,NA1_4292648259
1314,NA1_4287912337
1315,NA1_4293779653
1316,NA1_4292016684
1317,NA1_4296507805
1318,NA1_4296515223
1319,NA1_4288169473
1320,NA1_4289914015
1321,NA1_4297962605
1322,NA1_4289029457
1323,NA1_4296079111
1324,NA1_4292173849
1325,NA1_4294426097
1326,NA1_4293593322
1327,NA1_4288417289
1328,NA1_4297094728
1329,NA1_4298300427
1330,NA1_4297967648
1331,NA1_4296651343
1332,NA1_4298171003
1333,NA1_4294354248
1334,NA1_4297006755
1335,NA1_4297665664
1336,NA1_4285576023
1337,NA1_4296769169
1338,NA1_4296400933
1339,NA1_4297024520
1340,NA1_4291049331
1341,NA1_4291907863
1342,NA1_4297767395
1343,NA1_4295822368
1344,NA1_4296637161
1345,NA1_4296461628
1346,NA1_4297494017
1347,NA1_4297818780
1348,NA1_4290234592
1349,NA1_4290546424
1350,NA1_4285586791
1351,NA1_4284964582
1352,NA1_4295553042
1353,NA1_4295105741
1354,NA1_4297030266
1355,NA1_4296364181
1356,NA1_4291552024
1357,NA1_4297678828
1358,NA1_4296490275
1359,NA1_4289224504
1360,NA1_4287859095
1361,NA1_4287296704
1362,NA1_4291501729
1363,NA1_4290487852
1364,NA1_4297456719
1365,NA1_4296774580
1366,NA1_4295248669
1367,NA1_4298355910
1368,NA1_4296392029
1369,NA1_4298198917
1370,NA1_4291088104
1371,NA1_4290535449
1372,NA1_4284694352
1373,NA1_4297222556
1374,NA1_4292775424
1375,NA1_4290656219
1376,NA1_4298346337
1377,NA1_4295513843
1378,NA1_4296657874
1379,NA1_4296932613
1380,NA1_4296906244
1381,NA1_4294607168
1382,NA1_4296093265
1383,NA1_4293436453
1384,NA1_4297474653
1385,NA1_4294742037
1386,NA1_4291330006
1387,NA1_4289008206
1388,NA1_4296008356
1389,NA1_4297857244
1390,NA1_4289864651
1391,NA1_4298179589
1392,NA1_4297765797
1393,NA1_4291345121
1394,NA1_4289031467
1395,NA1_4298165305
1396,NA1_4290486512
1397,NA1_4295422836
1398,NA1_4290958411
1399,NA1_4294094368
1400,NA1_4297680504
1401,NA1_4296982727
1402,NA1_4296059117
1403,NA1_4293357493
1404,NA1_4289037537
1405,NA1_4291219044
1406,NA1_4295749061
1407,NA1_4295405988
1408,NA1_4297063967
1409,NA1_4298289525
1410,NA1_4287546645
1411,NA1_4297554825
1412,NA1_4293293108
1413,NA1_4297993856
1414,NA1_4298352872
1415,NA1_4293401944
1416,NA1_4297070655
1417,NA1_4289373981
1418,NA1_4297815996
1419,NA1_4290467417
1420,NA1_4294433469
1421,NA1_4295818867
1422,NA1_4298062637
1423,NA1_4291464188
1424,NA1_4297562610
1425,NA1_4297049734
1426,NA1_4295920677
1427,NA1_4294369472
1428,NA1_4297114901
1429,NA1_4298353603
1430,NA1_4290858131
1431,NA1_4297803087
1432,NA1_4296856399
1433,NA1_4298145543
1434,NA1_4295089277
1435,NA1_4287597949
1436,NA1_4293506463
1437,NA1_4290677206
1438,NA1_4294591155
1439,NA1_4296638701
1440,NA1_4289073388
1441,NA1_4297495836
1442,NA1_4297550908
1443,NA1_4298215497
1444,NA1_4297280562
1445,NA1_4292146898
1446,NA1_4295795253
1447,NA1_4291340509
1448,NA1_4296640207
1449,NA1_4297078851
1450,NA1_4296872937
1451,NA1_4291561069
1452,NA1_4297479803
1453,NA1_4289148991
1454,NA1_4297543217
1455,NA1_4298254046
1456,NA1_4287525771
1457,NA1_4298352150
1458,NA1_4291087801
1459,NA1_4298040254
1460,NA1_4293189520
1461,NA1_4289081364
1462,NA1_4297761167
1463,NA1_4295555182
1464,NA1_4297649512
1465,NA1_4298394675
1466,NA1_4297098114
1467,NA1_4296946585
1468,NA1_4291270427
1469,NA1_4289027966
1470,NA1_4297911497
1471,NA1_4298227032
1472,NA1_4293167527
1473,NA1_4294377637
1474,NA1_4293775625
1475,NA1_4291182897
1476,NA1_4294245841
1477,NA1_4295568299
1478,NA1_4295296654
1479,NA1_4296551032
1480,NA1_4289003192
1481,NA1_4298277603
1482,NA1_4290684837
1483,NA1_4298099596
1484,NA1_4295661863
1485,NA1_4296449920
1486,NA1_4297594347
1487,NA1_4284924690
1488,NA1_4289644242
1489,NA1_4291074337
1490,NA1_4295193695
1491,NA1_4297631899
1492,NA1_4296268820
1493,NA1_4298263135
1494,NA1_4294037012
1495,NA1_4288128936
1496,NA1_4289246590
1497,NA1_4297679233
1498,NA1_4298105783
1499,NA1_4292254873
1500,NA1_4294288298
1501,NA1_4294989586
1502,NA1_4284625213
1503,NA1_4297960981
1504,NA1_4298318070
1505,NA1_4297863858
1506,NA1_4298119233
1507,NA1_4285181536
1508,NA1_4297885372
1509,NA1_4297477402
1510,NA1_4297182751
1511,NA1_4294264448
1512,NA1_4297081505
1513,NA1_4296069175
1514,NA1_4292841154
1515,NA1_4295219239
1516,NA1_4297665790
1517,NA1_4297625120
1518,NA1_4289851317
1519,NA1_4297648713
1520,NA1_4297635422
1521,NA1_4297473274
1522,NA1_4296773697
1523,NA1_4288106575
1524,NA1_4293372285
1525,NA1_4292152233
1526,NA1_4293204610
1527,NA1_4297615029
1528,NA1_4297165854
1529,NA1_4286971318
1530,NA1_4295628131
1531,NA1_4294621565
1532,NA1_4288620315
1533,NA1_4298019154
1534,NA1_4295827560
1535,NA1_4295367939
1536,NA1_4289177637
1537,NA1_4298203350
1538,NA1_4296854575
1539,NA1_4296579477
1540,NA1_4298156450
1541,NA1_4295040807
1542,NA1_4298240109
1543,NA1_4294243311
1544,NA1_4298289961
1545,NA1_4292837526
1546,NA1_4297933830
1547,NA1_4295742082
1548,NA1_4296230163
1549,NA1_4291386976
1550,NA1_4294193988
1551,NA1_4298400964
1552,NA1_4294514160
1553,NA1_4297036798
1554,NA1_4290562134
1555,NA1_4291932030
1556,NA1_4297286972
1557,NA1_4297556817
1558,NA1_4294165917
1559,NA1_4288359184
1560,NA1_4298022323
1561,NA1_4298018291
1562,NA1_4293324438
1563,NA1_4291807606
1564,NA1_4287350684
1565,NA1_4295619850
1566,NA1_4293827916
1567,NA1_4297714067
1568,NA1_4292062117
1569,NA1_4293590701
1570,NA1_4297459797
1571,NA1_4292731364
1572,NA1_4296313814
1573,NA1_4295667080
1574,NA1_4297093590
1575,NA1_4288091508
1576,NA1_4287599916
1577,NA1_4296462824
1578,NA1_4288426736
1579,NA1_4291803904
1580,NA1_4285479182
1581,NA1_4296863747
1582,NA1_4287876475
1583,NA1_4296903699
1584,NA1_4295746879
1585,NA1_4297647190
1586,NA1_4295181157
1587,NA1_4291591140
1588,NA1_4287944416
1589,NA1_4297770602
1590,NA1_4295870574
1591,NA1_4296933164
1592,NA1_4291481577
1593,NA1_4295658001
1594,NA1_4296207957
1595,NA1_4295046317
1596,NA1_4293070166
1597,NA1_4297845282
1598,NA1_4293830359
1599,NA1_4298040654
1600,NA1_4297839666
1601,NA1_4286374420
1602,NA1_4296153067
1603,NA1_4288975775
1604,NA1_4293380835
1605,NA1_4297869714
1606,NA1_4298265732
1607,NA1_4293828936
1608,NA1_4295619567
1609,NA1_4296168018
1610,NA1_4298182054
1611,NA1_4297918096
1612,NA1_4292833099
1613,NA1_4289957351
1614,NA1_4286075846
1615,NA1_4288076041
1616,NA1_4298289631
1617,NA1_4296982036
1618,NA1_4296101014
1619,NA1_4291384980
1620,NA1_4293012080
1621,NA1_4298186231
1622,NA1_4298195145
1623,NA1_4294116790
1624,NA1_4296012379
1625,NA1_4293202217
1626,NA1_4296301384
1627,NA1_4297798766
1628,NA1_4298323067
1629,NA1_4294968316
1630,NA1_4295936961
1631,NA1_4297932203
1632,NA1_4293718610
1633,NA1_4297008049
1634,NA1_4297862573
1635,NA1_4288707248
1636,NA1_4295333159
1637,NA1_4294600017
1638,NA1_4297514455
1639,NA1_4297554005
1640,NA1_4294188906
1641,NA1_4296578083
1642,NA1_4298150812
1643,NA1_4298222052
1644,NA1_4296964350
1645,NA1_4298085252
1646,NA1_4297824741
1647,NA1_4294104661
1648,NA1_4296332641
1649,NA1_4293426337
1650,NA1_4294498612
1651,NA1_4296767091
1652,NA1_4297488664
1653,NA1_4289033944
1654,NA1_4297155446
1655,NA1_4296249319
1656,NA1_4292206186
1657,NA1_4295223301
1658,NA1_4295928799
1659,NA1_4294326296
1660,NA1_4294563304
1661,NA1_4290159600
1662,NA1_4296156345
1663,NA1_4298345823
1664,NA1_4293431970
1665,NA1_4287986542
1666,NA1_4298266504
1667,NA1_4286461450
1668,NA1_4289960067
1669,NA1_4293807694
1670,NA1_4297940107
1671,NA1_4297493152
1672,NA1_4293878325
1673,NA1_4295968166
1674,NA1_4288090644
1675,NA1_4294100318
